;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;feature_37;feature_38;feature_39;feature_40;feature_41;feature_42;feature_43;feature_44;feature_45;feature_46;feature_47;feature_48;feature_49;feature_50
102;0.29270867;-0.2344436;0.027618278;0.07691468;0.74183893;0.35521975;-0.45974764;0.85207355;-0.3642876;0.8653019;-0.74940485;-0.19488774;0.05510379;0.40525615;-0.84241015;-0.111979574;-0.36449248;0.23442413;0.016424734;-0.29951632;-0.66919506;0.8369042;0.4693733;0.09311365;-0.010637409;0.1712365;-0.3200069;0.55859894;-0.30451125;0.96381086;0.29301623;-0.022671865;0.732743;-0.3360645;-1.2661575;-0.09744075;0.33853978;0.010199425;0.16402842;-0.57198197;-1.1112742;0.37951955;0.5944173;-0.14715713;0.29590207;-0.492292;-0.04723476;0.19408296;1.2580178;-0.15192786
103;1.0251497;-0.17709126;-0.10694096;-1.1844516;0.6468195;0.11662886;-0.29538658;0.14484477;-0.20853898;0.1270637;-0.7669114;0.08924531;-0.5164939;1.2972164;-0.324188;0.094620824;-0.018112572;0.7446849;-0.5383813;-0.03094771;-0.34356123;-0.30834424;0.30622545;0.8984541;0.73867494;0.6353068;-0.1539049;-0.6597023;-0.011448586;0.7178043;0.5113461;0.28813082;-0.4056168;-0.36319697;-0.61708033;-0.015910245;-0.05296556;-0.75431997;0.44859257;0.32839465;0.34934145;-0.7450425;-0.13296512;-0.42633447;0.388966;-0.1541984;0.21137823;-0.9378763;-0.09511033;0.32841107
104;0.7647465;0.03839364;-0.69675946;-0.3271166;0.46250132;0.53332525;0.705439;0.3406213;-0.08037776;0.08244065;0.2045907;-0.15183103;-0.116458565;0.14225732;-0.3401092;0.08826292;0.44303033;0.041945703;-0.23984748;0.17578776;0.053376053;0.77735496;0.3493625;-0.09087868;0.46017691;0.8566051;0.20721984;0.23810177;-0.099221125;0.17405981;-0.4055225;0.115948625;-0.7889471;-0.46645257;-1.2213422;-0.0456778;0.120941855;-0.68731266;0.100983426;-0.12736695;-0.52059966;0.07952697;0.27576032;-0.088169485;0.3651294;-0.45200926;-0.61294526;-0.7256689;0.6532958;0.028064813
105;0.1458316;0.17099205;-0.25992122;0.10793338;0.21419789;-0.09626335;0.12274233;0.75714725;-0.2982698;0.36608607;-0.48591772;0.37817213;-0.0017229944;0.5582334;0.09355592;-0.28541085;0.1269465;0.04088126;-0.67287433;-0.16060548;0.093897566;0.1827614;-0.17475453;0.24052034;0.2591957;-0.05098829;0.08646472;0.019172516;0.02746494;0.44137168;0.007781478;0.048981894;-0.14614274;-0.7307867;-0.5116977;0.47651148;0.5302032;-0.17193392;-0.042680327;-0.053754628;0.07064413;-0.35123366;-0.023100475;-0.21253447;0.7376331;0.10376165;0.027816627;-0.39846438;0.69928277;-0.2943047
106;0.55966425;0.19970405;-0.6781631;0.431587;0.6928789;-0.19890857;-0.7128871;0.4410856;-0.25076205;0.21656232;-0.58450496;0.008671491;-0.18778063;-0.0499361;-0.7798725;-0.2874525;0.3407215;-0.15828393;-0.27953705;-0.13441235;0.13649788;0.43487358;0.30575487;0.20159563;0.3192823;-0.139458;-0.31301603;0.38634259;-0.5363903;0.5695013;0.036176093;0.08376224;0.4141528;0.58775586;-0.63253635;0.34484228;-0.14846574;-0.18663296;-0.30006927;-0.018705882;-0.518283;0.19229741;0.9309903;-0.20335895;0.41674128;-0.422765;0.074575834;-0.38788188;0.91071326;-0.20526318
107;1.0521387;0.07790523;-0.4731577;-0.4456429;0.47805163;0.29010424;-0.25417307;0.81432;-0.92278904;0.27222472;-0.35117376;-0.23892397;-0.66006184;0.102842666;0.050717402;0.041747946;-0.18268272;-0.104161516;-0.77598685;0.12522604;0.27855518;0.07129418;-0.16589911;0.06428565;0.6873122;-0.39674488;-0.87416404;0.40603784;-0.32948455;0.42671555;0.025669128;0.004543253;-0.6883032;-0.22911419;-0.5439268;0.45281807;0.40899894;-0.10603384;0.3018101;-0.17264675;-0.13217814;-0.436419;0.036506172;-0.27026677;0.037479527;-0.24639772;-0.37847728;-0.28171414;0.41817454;0.057942003
108;0.31944513;-0.37339887;-1.096227;-0.22684689;0.30818433;0.20680133;0.4084322;0.34907174;0.1478971;-0.08131539;-0.34397584;0.13603856;0.4801903;0.38203603;-0.3111994;-0.51153255;-0.60195595;-0.01427116;-0.9077856;-0.23796742;0.84986436;0.091267616;0.38990837;-0.37610656;0.5589014;-0.35626763;-0.22057326;0.20856258;-0.46452555;0.054596223;0.14675231;0.15293644;-0.15219496;-0.21158138;-1.4028797;0.047490902;0.4293691;-0.66770494;0.2053663;-0.2858571;-0.32725817;0.18065268;-0.4973962;0.34428683;1.3672582;-0.787368;0.5293056;0.07792314;0.80842894;-0.44304594
109;0.48703012;-0.1753011;-0.39890516;0.56889606;0.4446778;-0.054363098;0.3421346;0.7650336;-0.10755711;0.24430083;-0.2567621;0.07125038;-0.9154357;0.826914;0.12647189;-0.07690286;0.14145873;-0.2024817;-0.37853077;-0.5343914;0.13596968;0.3860275;-0.39062428;-0.07029465;0.45603567;0.011370928;-1.162174;0.5908182;-0.4130914;-0.08343922;0.15842594;-0.008909261;-0.21095419;-0.18385565;-0.13009489;0.12693961;0.0735039;-0.3548309;0.052497696;-0.20721011;0.6937953;0.22264227;-0.8843335;-0.1668931;0.05929221;0.18827087;0.07971013;-0.59225816;0.7335014;-0.2969559
110;-0.10465461;0.61580235;0.2598811;-0.25761366;-0.20111446;-0.83910495;0.20272264;0.48758665;-0.63119406;0.08272967;-0.79615337;-0.29517782;-0.85744816;0.79454976;-0.3183485;0.14442727;0.12460573;0.025230931;0.20637918;-0.13306865;-0.06050745;0.50394624;-0.3284739;0.48662284;-0.09828677;-0.50384796;0.24503982;-0.09047726;-0.1640506;0.5075892;0.10330793;-0.18007103;0.51377475;-0.6542515;-0.33420828;0.3166205;0.24556015;0.22810477;0.3345063;-0.39689925;0.26395538;-0.60008013;-0.08783053;-0.1563577;0.24119791;0.3539601;-0.5869897;-0.44622454;0.47050217;0.062735535
111;0.40999734;0.22005843;-0.47230285;0.07920588;0.72947466;0.063200794;0.004976743;0.41283578;-0.019776864;-0.31951854;-0.15040696;0.03368283;-0.32625443;1.1011689;0.17296416;0.19185962;0.14331754;-0.14641677;-0.04590539;0.5076157;0.4238425;0.80707735;0.39606786;-0.38040847;-0.30034107;0.5140236;0.05065637;0.30585834;-0.5238059;0.7538474;0.14596228;0.05077192;-0.46441486;0.06987276;-0.35069966;0.2007448;-0.09500183;0.22069882;0.26857728;0.91231805;0.004095509;0.039337307;0.33760464;-0.5026963;1.1064641;-0.46362394;0.68841034;-0.5224952;-0.023273887;-1.0341916
112;-0.29657236;-0.14187148;0.5432731;0.7613298;-0.05462037;-0.109875515;0.64654887;0.66643;-0.11109445;-0.65292126;0.4810121;-0.28752455;-0.54990715;0.5077879;-0.16388033;-0.051411625;0.060040187;-0.6645733;-0.15293603;-0.40986538;-0.3781295;0.79220456;0.4137854;-0.3527958;-0.8179684;-0.19989407;-0.033573486;-0.0926826;-0.42060164;0.49053687;0.0073724817;0.34873974;-0.5980279;0.059147898;-0.6935663;0.22121747;0.3398998;0.3502227;-0.08053461;0.3646663;0.29950532;-0.36650565;-0.45640907;-0.120896704;0.94508874;0.24284282;-0.09606218;0.02127394;-0.101771034;-0.014438917
113;0.8034994;0.25945458;-0.38094023;-0.015583815;0.43963417;-0.657458;-0.095181346;0.66568804;-0.12010833;-0.17085671;-0.078191966;0.78390133;-0.20182152;0.50617605;-0.11567219;-0.5716136;0.34500238;-0.021018937;-0.71662885;0.14125797;-0.28637713;-0.15223359;-0.13111;0.13751431;-0.1969804;-0.110037126;0.017845644;-0.00123056;0.191144;0.36073184;0.23536876;0.06621593;-0.8399466;-0.92606384;0.9592962;0.43097645;0.5058778;-0.29596248;-0.028741844;0.21665524;-0.06707259;-0.4619317;0.37826362;-0.545954;0.86687094;0.11502876;0.03982127;-0.88765633;1.054421;-1.4127548
114;0.15529266;0.63661116;0.07824282;0.35099906;0.12561667;-0.9515721;-0.31415346;0.6207518;-0.30092657;0.3942675;-0.4920419;0.47906253;0.0005873231;-0.02746742;0.45582128;-0.6111543;0.46777913;-0.1693862;-0.41817808;-0.7225538;-0.3316028;0.5050586;-0.6602326;0.38393924;0.24962774;-0.4619746;0.36823288;0.05143195;-0.54048973;0.2752065;0.53050625;0.6494503;-0.690324;-1.1538885;0.26999334;1.0952644;0.15271108;0.6686639;0.511144;0.08213596;0.15847589;-0.6563891;0.1767779;0.20729882;1.0300398;-0.36509943;-0.40001225;-1.3694079;0.09347021;-0.6562531
115;0.31080186;0.5948343;0.46595195;0.33630028;-0.08840764;-0.91615015;0.7325775;-0.18476842;-0.68715745;0.06333105;-0.032151952;-0.248589;-0.72762054;0.8807502;-0.053281665;0.07742704;-0.23030813;-0.13523026;0.019606933;-0.36600482;0.34168708;0.74990475;1.0164901;-0.31886095;0.12343109;-0.28584278;0.22673605;-0.37355933;0.6153009;-0.0100873895;-0.42317966;-0.6362691;-0.29274362;-0.80272853;-0.092355356;-0.6007657;0.3707703;0.49866042;0.009010176;-0.42981878;0.45753756;-0.19639263;0.3213484;-0.20949228;0.51198506;-0.34789148;-0.6718473;0.034548853;0.4966486;0.071742825
116;0.85251385;0.07446247;0.33568108;0.008426506;-0.008306678;-0.47807607;0.11793134;0.5899743;-0.086102374;-0.29408896;-0.13969448;0.11673066;-0.06600965;0.3004276;-0.10224518;0.48761314;0.19065124;-0.13694042;-0.12198115;-0.09616603;0.32779226;0.90700346;0.598589;-0.16844408;-6.0029564e-05;0.2838486;0.016425656;-0.06541626;0.26778364;0.9186419;-0.2720092;-0.34911516;-0.119889654;-0.23212421;-0.5176687;-0.054449465;0.18359302;-0.051800232;-0.32672465;-0.21407224;0.5218861;-0.072265014;-0.47679192;0.0437717;0.8948165;-0.34261727;-0.058154542;0.5381072;-0.1848389;-0.009795024
117;0.8490179;-0.25263503;-0.061500415;-0.31934673;-0.49276188;-0.40772828;0.25571933;0.9014375;-0.6304693;0.9101692;-0.24113342;0.37475505;-0.21634625;0.4510614;-0.63151324;-0.12930739;0.24972062;-0.2752986;-0.22527902;-0.05893594;-0.2022815;0.02373506;0.2171287;-0.16674301;0.7498135;-0.19539364;-0.6967691;0.042189922;-0.17616475;0.32493323;-0.1779686;-0.6062593;-0.5743613;-0.3820861;-0.38240933;-0.06694627;-0.07396721;-1.0733498;-0.3160724;0.14573665;-0.4227591;-0.58825386;-0.20680676;-0.179488;-0.23865129;0.3431696;0.33254156;-0.25750834;0.65336627;-0.2204549
118;0.7953266;1.565274;0.42619866;0.18117248;-0.95940334;-0.82692397;-0.20379733;0.30044743;-0.7879302;0.019256465;0.29493043;0.12416148;-0.04604002;0.40857255;-0.09950531;0.89211917;-0.10971958;-0.45279545;0.00180539;0.1676753;0.58944273;0.81156135;0.59383255;-0.5810385;-0.7637656;-0.04552875;-0.50735354;0.84861004;0.06890234;0.8978402;0.55813974;-0.78040266;-0.15075165;0.011564525;0.9032369;0.6639927;0.042762753;0.15490836;-0.6802855;-0.14840855;0.50476587;0.39451382;0.987858;0.1695399;0.98717767;-0.1860489;0.2553056;0.2370521;-0.056180738;0.78856665
119;0.84071267;0.41496468;0.70373523;0.40971988;0.44426057;-0.44911283;0.4870837;0.117574446;-0.14082198;0.03529579;0.698636;-0.18871212;-0.099330105;0.5765074;-0.39692903;0.46094748;0.6061455;-0.038318608;-0.48899227;-0.010411118;-0.1561838;1.0610516;0.64957416;-0.03529732;-0.6163244;0.047872763;-0.18135063;-0.12670466;0.25970027;0.2913823;-0.70380926;0.01595162;-0.72081155;-0.9742537;-0.09001695;-0.7356824;-0.03496111;0.17831136;-0.2530217;-0.37918785;0.11048172;0.2621489;0.17277397;0.49130586;0.64193076;-0.39685208;-0.5080782;0.06056398;0.46862438;0.60951716
120;0.62525386;0.10394045;1.0332026;0.3953499;0.020841315;-0.5676062;0.733809;-0.46657032;-0.47281024;0.13094716;-0.1745287;-0.015376485;-0.43112454;0.102552086;-0.45253322;0.4457762;0.06932715;-0.2944813;0.14189596;-0.49084815;-0.1432307;0.9299885;0.73000026;0.19031945;-0.024328617;0.46403044;0.08557619;-0.10767828;-0.08917164;0.1396967;-0.50363535;-1.040636;0.1747186;0.22623664;0.18999079;-0.04607923;0.006255523;0.5883076;0.29992878;0.07181288;-0.17009366;-0.16208513;-0.31482401;0.030184008;1.181378;-0.7615154;-0.16116422;0.18172963;0.024068946;-0.27921277
121;-0.44268078;0.26384073;0.34231904;0.34370035;0.27533418;-0.6616073;-0.065723516;-0.15316099;-0.32847682;-0.11021773;-0.17031729;0.43224826;0.3575615;-0.524463;0.032233007;-0.29177248;0.49424857;0.114257134;-0.110856965;-0.2841256;0.04924881;1.1227776;0.21482524;-0.118191;0.15485609;-0.669188;-0.1377927;-0.4585857;-0.04930903;0.40064412;0.111233875;0.2388848;-0.24703395;-1.6694505;0.35056484;0.5153521;-0.3973491;0.035970997;-0.31014833;0.50475585;-0.24469827;-0.5506638;1.0630987;0.668117;1.2244929;0.0029320256;-0.21567012;-1.3944303;1.0003581;-0.8176754
122;0.5648545;0.19621965;1.1437746;-0.49125615;-0.5608683;-0.60339725;0.5505171;0.5022251;-0.9891611;0.16638952;0.02303279;0.16843602;0.14294726;0.43029794;-0.014648485;0.4972322;-0.027959771;-0.22595151;0.17521393;-0.1360983;-0.18783073;0.062155407;0.37058344;0.31415758;0.3527001;-0.5186368;-0.10542416;-0.73630655;0.061784036;0.6525795;0.5267478;-0.22635835;0.03680378;-0.5974586;0.07210675;-0.2621655;0.6255868;0.28646448;0.35409394;0.010671504;0.70494163;0.18558623;-0.050736055;0.56145835;0.7273374;0.23838066;1.2220858;0.42210087;0.7085689;0.21592483
123;-0.27747065;-0.17000118;0.17875971;-0.3912078;-0.011026012;-0.1146974;0.5168359;1.0178313;-0.58678174;-0.6990299;0.17803322;-0.108550414;-0.06827747;0.44227955;-0.7055024;0.24143006;0.17137155;-0.36559838;-0.0877429;0.15779497;0.34080997;0.4433835;0.48038033;0.0050829663;0.05112043;0.17386273;0.14765342;-0.55100596;-0.14444563;0.763697;0.50357056;-0.0059435535;-0.10687103;-0.8996017;-0.527215;0.41781592;0.47375688;-0.12190089;-0.012809191;-0.06645285;-0.0899177;0.023754802;-0.17003754;-0.63060695;-0.11937541;-0.5680796;-0.029819507;0.20917928;0.41008687;-0.46020362
124;0.18855949;-0.39897487;0.57978064;-0.27297503;0.1632575;-0.14731804;0.38006744;0.76233715;0.075664535;0.0022671097;-0.16401108;0.13386491;0.05619378;0.35031727;-0.27305302;0.537605;0.36397073;0.3574955;-0.26767203;0.16687001;0.15138339;0.90086806;0.42922416;0.14187013;0.15290621;-0.09157865;-0.05398886;-0.38541892;0.06642454;0.5695915;-0.7403435;-0.40822828;-0.25224745;-0.18817209;-0.67848223;-0.10729462;0.051972385;-0.33109346;-0.26828822;0.32782367;-0.7881289;-0.051997006;-0.8616061;0.03865535;0.7168106;-0.31968558;0.13635689;0.03309812;0.67020124;0.01594803
125;0.4229724;0.3353279;0.12328249;-0.18811734;0.1364124;-0.08478872;0.11835696;0.3953689;-0.32998684;0.37079203;-0.38875136;0.4145977;-0.388624;0.45628572;-0.51581734;0.4830563;0.33209002;0.8277978;0.45462537;0.12313889;-0.19263558;0.7502002;0.14106919;0.49876788;0.42615223;-0.11211046;0.13810042;-0.22953464;-0.230847;0.5364871;-0.3245984;-0.2615292;-0.028196393;-0.3575237;-0.20426013;0.063946925;0.32461342;-0.27447256;-0.01843038;-0.14372973;-0.87885463;-0.28733596;-0.21430649;0.01615013;0.62428355;-0.4849373;-0.16801804;-0.3465355;0.6472006;-0.13184217
126;0.48929003;0.22758721;0.44647825;-0.017517164;-0.5346775;-0.6396228;0.27457887;0.28346655;-0.36507878;-0.21476078;-0.12362107;-0.08378945;-0.31312487;0.19030684;0.910058;0.8564527;0.1851795;0.10984618;-0.3398517;-0.37240344;0.83203304;0.92380035;0.751615;-0.035947587;-0.7087168;-0.023548834;-0.79820824;0.3951831;0.005942123;0.5474857;-0.34431645;-0.43663594;-0.4206322;-0.21908233;0.84201247;-0.10385799;0.23892774;0.16525681;0.2581699;0.0064498954;-0.02047695;-0.112386756;-0.09774952;0.90983856;0.14089292;-0.2537534;0.18301259;0.094928496;0.73820615;-0.08024928
127;0.3085363;0.20786372;-0.25446257;-0.3171789;0.42549303;-0.40215188;-0.1034006;0.37564513;-0.52380294;-0.1013492;0.3021625;0.13708949;-0.88575184;0.37170863;-0.15666184;-0.17749318;0.3018888;-0.058400724;-0.4139043;-0.29030722;0.19317111;-0.15547282;0.10693766;-0.2386065;0.3839798;-0.019509358;-0.13314295;0.014734148;-0.5208206;0.71900415;-0.013539867;0.058300614;-0.3503178;-0.63563514;-0.029423118;0.0026300736;0.41699234;-0.016114874;0.02540894;0.020128857;0.55836946;-0.47003654;0.34615943;-0.17250305;0.38777438;-0.34309864;0.12121156;-0.3682584;0.22827823;0.06709173
128;0.8981778;0.06560566;0.09510097;0.2280232;-0.95512277;0.16896959;-0.113812566;0.8956728;-0.35224247;0.19569685;-0.08879725;0.81738704;0.3146233;0.9191017;-0.80208576;0.31944704;-0.056260355;0.12818108;-0.57488215;0.42051065;0.10088046;0.76770455;0.19572815;0.3756598;-0.2598674;0.48540694;-0.52314395;-0.6070875;0.7926166;1.5397953;-0.21879838;-0.35616967;0.18636282;-0.010303465;0.024222957;-0.5501351;0.30679467;-0.13345166;0.002817276;0.48552465;0.49333274;0.016489705;-0.44276732;-0.28676996;0.58011293;0.50806874;0.23830004;0.3145625;0.80725175;-0.12420209
129;1.290942;-0.6628565;0.095240206;-0.32268187;0.69133484;-0.1276244;0.53839684;-0.48675275;0.20121258;0.63613105;-0.8859324;0.73579425;0.72120583;0.89388335;-1.9284251;0.20576654;0.20105106;0.7610333;-0.43111953;0.96812284;0.54068255;0.85748136;-0.07327065;1.6193266;1.0663239;0.8777548;-0.6105328;-0.028776914;0.7718513;1.1258452;-0.7814005;0.29400373;0.7285022;-1.1196861;-0.06663322;-0.32882562;0.58011687;-0.7019326;-0.48732314;0.16245052;0.19779344;-0.5396009;-1.6577;-0.33187908;1.0355108;-0.28792623;-0.3262745;0.23289803;1.3938466;-0.62984926
130;0.5607811;-0.04364036;0.5156669;0.5836978;-0.028123192;-0.26537248;0.61693513;0.76135385;-0.3959112;-0.420423;0.082498;-0.119936585;0.12725693;0.37104726;-0.22726385;0.6204447;-0.26953268;-0.47902116;-0.30659735;0.026507193;0.11584698;0.7092323;1.1655028;-0.23536971;-0.0052638757;0.49824154;-0.044971704;-0.40377638;0.118714765;0.8270853;-0.529133;-0.17290682;-0.034229975;-0.38788277;-0.40600547;-0.27964118;0.14527868;-0.05049891;0.31573597;0.08085548;0.5109896;0.19947587;-0.49522907;-0.12338958;0.15255657;-0.25449413;0.068540655;0.39249483;0.07542434;-0.2073296
131;0.4788129;0.08639862;0.23144726;-0.041803233;0.0121394;-0.106358096;-0.07693084;0.49362144;-0.49574298;0.15499578;-0.08990975;0.14303893;-0.3287114;0.14797784;0.010588878;-0.122216865;-0.04486906;-0.34216237;0.026763624;-0.35048378;0.46859205;0.21595386;0.26221332;-0.28375778;0.4537197;-0.41634688;0.26089534;0.28162438;-0.1887872;0.78096515;0.0057674036;-0.6349017;-0.5596179;-0.5300249;0.3573249;0.728952;0.44744492;0.72509843;0.24487728;-0.3824419;0.35414258;-0.21045291;0.8169073;-0.197894;0.49983647;-0.15478942;0.16904819;-0.362871;0.7369349;-0.20796897
132;0.18109912;-0.054025665;-0.023635205;0.24671304;0.15801151;-0.2527735;0.5892702;0.6874734;-0.46656898;-0.60836214;-0.34630996;0.13606457;-0.54292095;0.39639473;-0.1887337;0.10741057;0.24610746;-0.2456082;-0.09693607;-0.23994912;0.099612825;0.31979322;-0.20430139;0.105618134;0.11514605;-0.06495573;-0.040649112;-0.10106295;-0.54019713;0.23282178;0.12487591;0.41692927;-0.31306374;-0.52085894;0.4432315;0.7502548;0.14702825;0.123979;0.2967319;0.2568046;0.029631943;-0.46991166;-0.11823263;-0.3103833;0.49375087;-0.22951761;-0.1879769;-0.18567578;0.38345897;-0.50234264
133;0.90233356;0.5268235;0.3386307;-0.014642574;-0.24971648;-0.60280436;0.20859855;0.24981417;-0.46273208;0.27748907;0.12734146;0.36144412;-0.5119641;0.46303812;0.28200763;0.5354526;-0.2158616;-0.16494265;-0.4361602;-0.19948637;-0.1289302;0.42182413;0.27913293;-0.029836427;0.45901704;-0.419712;0.42770353;-0.18456125;0.043096717;0.5570632;-0.31840268;-0.6933421;-0.3548203;-1.1510699;0.4724395;0.15131998;0.5610506;0.0662424;-0.16442029;-0.12072852;0.20487344;-0.026662445;0.4562875;0.33379787;0.805794;0.443808;-0.29626027;-0.36645618;0.7052583;0.06795713
134;0.35727844;-0.42060712;0.17842947;0.375734;0.047004033;-0.08335446;0.1609397;1.1004599;0.28934142;-0.14107223;-0.84833425;0.936763;0.24243924;0.770824;-0.29818195;0.26143378;0.86671096;0.22838658;-0.4164695;-0.21786961;-0.009611919;1.5657585;-0.19978507;0.39609337;-0.15999444;0.7353113;-0.37105384;0.009839649;0.30635908;0.65513885;-0.10685945;0.43865645;0.9867547;0.34747288;-0.38894594;0.0037023763;-0.036013763;-0.5920909;-0.28177992;0.5476538;-0.17170899;-0.10016735;-1.2200847;0.040977713;1.0585229;-0.1373884;0.021381654;0.30416757;0.469294;-0.13467057
135;0.2360148;0.15786375;-0.3497589;0.39001685;-0.009941781;-0.2501115;0.3522605;0.6457218;-0.3108247;0.47185168;-0.31595448;0.56109786;0.3195467;1.0962402;-0.624373;0.43552724;0.48849604;-0.10246777;-0.34689903;0.51171315;0.3497889;0.7448147;0.47560775;-0.1382099;-0.20338668;0.6670798;0.027319334;0.387059;0.13418917;0.732996;-0.39840645;-0.20045182;0.5692022;0.48435923;-0.087100476;-0.4129834;-0.16121246;-0.44284168;-0.13998075;-0.4161792;-0.34054148;0.26704967;-0.35752404;-0.12396717;0.71550596;-0.42170694;-0.37565926;0.07720434;0.556262;-0.5161146
136;0.288647;0.14665568;0.11175841;-0.15913716;0.010869344;-0.0043172915;0.32694277;0.9505636;-0.03405207;-0.09146852;-0.37269405;-0.34024337;0.17646435;0.39290825;-0.59346175;0.17859039;0.3912266;0.011350946;0.67403114;-0.5111674;0.3115819;0.86847657;0.2730229;-0.1400003;-0.105023056;0.12855865;0.34737298;0.009347784;-0.16792947;1.1573955;0.33706793;-0.17633918;0.1760828;0.021725675;-0.23098084;0.17710288;0.14405414;-0.12534054;-0.65263397;0.23957086;-1.0829277;-0.48876432;0.0012089065;-0.45192775;0.36447588;-0.51747996;-0.43431747;-0.24640988;0.38122946;-0.25364196
137;0.5986869;0.49447164;-0.1367065;-0.4727351;-0.29470485;0.23919357;-0.25871235;0.84000695;-0.52286476;0.19007097;-0.39550522;-0.0886413;-0.5425339;0.8233697;-0.48976564;0.060118623;-0.19976522;0.13112761;0.12465843;-0.20983562;0.39424008;0.584662;0.3547092;-0.24917339;0.22227423;-1.0173305;0.44233617;-0.018768186;0.44231823;0.81856936;0.45022732;0.8841854;0.06609593;-0.23275724;-0.93558836;0.047193937;-0.0062467414;0.2027773;0.3540167;0.12047022;-0.1818267;-0.7127957;0.052847117;-1.0576154;0.41275218;-0.9461385;-0.31489506;0.006140926;0.8775682;0.27121955
138;0.591801;0.05063771;-0.16135816;-0.1251811;0.44212592;-0.07610186;0.2541501;0.2827533;-0.22618791;0.48281723;-0.37839255;0.4831542;0.04179605;0.6005626;-0.5184247;-0.4852886;0.5838263;0.046522655;-0.069114104;0.15476362;-0.29737398;0.49912828;0.027246412;0.1307824;0.9284469;0.0503649;-0.3863101;-0.05202135;-0.16373535;-0.035784446;0.3214119;0.32746464;-0.299747;-0.6853311;-0.3738322;0.62149924;0.22612412;-0.41775176;-0.10719597;0.049656533;-0.33488563;-0.593646;0.0033240924;0.16932161;0.7747882;-0.3437299;-0.519754;-0.5815469;0.043613978;-0.0947578
139;0.517572;0.119804926;0.3997438;-0.7413709;-0.11416456;-0.7624483;0.24330324;0.5147857;-0.48658168;-0.1447531;0.15481085;0.06645245;-0.32894254;0.51845914;-0.052406993;0.45893055;-0.074558854;-0.17680216;-0.39755628;-0.67834055;0.3452607;0.8280642;-0.050016128;0.36673796;0.64964277;-0.6494282;-0.6151232;0.1710087;-0.20785643;0.58570385;-0.21236283;-0.25079453;-0.45663786;-1.3305364;-0.26700485;-0.106513605;-0.1818556;0.34204715;-0.23185499;-0.11341039;0.25979388;-0.54588753;-0.2692598;-0.12225376;-0.24610679;-0.24713996;-0.36492622;0.14636473;0.45076433;0.23121029
140;0.45791605;-0.35521457;-0.45178732;-0.17746972;0.43499383;-0.14986975;0.33052948;0.48537126;-0.1641361;0.001494511;-0.31441155;-0.07401824;-0.21574828;0.21451014;-0.14418975;0.3018969;0.15919837;-0.16905986;-0.5702705;-0.10383965;0.28005973;0.4534309;0.032990415;-0.07618769;0.20762163;0.15007925;-0.5119746;0.0014411374;-0.7224841;0.48487043;-0.27281526;0.02321969;0.22018027;-0.2394393;-0.27561438;-0.026566813;0.2363096;-0.2681593;0.1062222;-0.042908974;0.1487998;-0.21275873;0.039228443;0.27106297;-0.11726908;-0.5283664;0.33794817;-0.45138;0.6808625;-0.22498469
141;0.74813443;0.14337277;-0.33722556;-0.6399724;0.32064992;-0.6055848;-0.41607112;0.38573995;-0.8956124;0.9217324;-0.15061133;0.69687843;-0.30537608;0.085391276;0.38706884;-0.2538825;0.3046298;0.22831365;-0.14110738;-0.34020987;0.059902795;0.013503535;0.071034454;-0.66951084;0.381979;-0.078194074;0.05611566;-0.3730284;0.14475624;0.5675851;0.0056231613;-0.76090866;-0.60682005;-0.9820125;0.63726133;0.0680491;1.023125;0.041335087;-0.040640656;-0.5253687;0.44160342;-0.3684531;0.29678747;-0.21767826;0.63485086;0.038584262;0.35616732;-1.058046;0.5911869;-0.06136342
142;0.60204166;0.07827951;-0.74822986;-0.29162994;0.22967812;-0.060943227;-0.05360231;0.7873735;0.13140316;-0.30795902;-0.35819945;0.2807761;0.21140699;0.3543956;-0.09168004;-0.021570828;0.7515694;0.008868925;-0.6398428;0.68602675;0.6468805;0.78196824;0.39144525;0.32032442;0.16168034;0.27512887;0.5007777;0.57132787;-0.15059008;1.1249143;-0.35577613;-0.72091067;-0.44726726;-0.0072453385;0.14396496;0.16844752;0.24100159;-0.549565;-0.43555278;0.29735723;-0.6158746;0.11757233;-0.31892782;0.23507442;1.0505263;-0.11069276;-0.06909459;-0.08656671;0.50326544;-0.45989504
143;0.52559286;0.05563511;-0.19337146;0.05918498;0.38429752;0.23023823;0.3151054;0.74600065;-0.18235704;-0.1478042;-0.40387318;-0.29378235;0.104443155;0.36651215;-0.15565719;0.30016845;-0.06932904;0.07624979;-0.25350022;-0.36037493;0.6518733;0.3813937;0.5755775;-0.1926392;-0.12283153;-0.11555082;-0.18900149;0.15530556;-0.62557036;0.9663706;-0.18349962;0.27820167;-0.31898323;-0.7074808;-1.2034978;0.16162497;-0.10383472;-0.24477574;-0.37598732;-0.22187597;-0.30549824;-0.0009800011;-0.28138143;-0.4582153;0.02949841;-0.50185364;0.4854567;0.5633567;0.54005104;0.10013082
