;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;feature_37;feature_38;feature_39;feature_40;feature_41;feature_42;feature_43;feature_44;feature_45;feature_46;feature_47;feature_48;feature_49;feature_50
20;0.72510594;0.2800139;0.14138897;-0.5730084;-0.027967462;1.0192302;0.44492635;0.15312319;-0.5740083;0.03482125;0.9905002;-0.25871515;-0.7051544;0.5031291;-0.10786185;0.096251406;0.113698445;-0.17269062;0.24894917;-0.2412;-0.18454227;-0.17085063;0.19788942;0.4245666;0.02061866;-0.07358503;-0.61671877;0.5304639;-0.08526069;1.8596168;0.0656469;-0.06507795;-0.75911355;-0.6409656;-0.675133;0.04626908;0.3692005;-0.0108061405;0.43283236;-0.31532112;1.0883669;0.65890473;-0.01663007;-0.31716856;0.42448545;-0.34846038;0.8597835;-0.19275272;0.8348544;-0.042081855
21;0.84019786;0.5621361;0.5013032;0.15152618;-0.87017167;-0.4147107;-0.2372516;0.6729329;-0.36046433;-1.036578;0.7201059;0.15671289;-0.6242453;0.44125918;0.6029166;0.47169295;-0.10548558;-0.50731486;0.15868537;-0.095222026;0.5920964;0.37972742;0.61715406;-0.40180802;-0.12133397;-0.28956062;-0.34217152;0.41260967;0.30668357;1.3499707;0.019339504;-0.81892943;-0.8950368;-0.17249148;0.47865844;0.17075099;0.3706103;1.0528523;-0.06152704;-0.3570163;0.79025066;0.22761354;0.25135186;-0.3365494;0.7567259;-0.21396393;0.3266966;0.13493937;0.332178;-0.5319121
22;0.8639667;0.34386364;0.13021678;-0.77052504;0.93465656;-0.10562458;-0.3777364;0.29440328;-0.33547118;0.92138565;-0.09375499;0.12074814;0.02220124;0.3752516;-0.61968756;-0.083932266;-0.10810076;0.4484658;-0.01922745;0.35142863;-0.27870506;0.20710707;0.2626602;-0.24354383;0.88000786;-0.09509456;-0.08454201;0.13843027;0.5546775;1.0365108;-0.2084465;-0.2915173;-0.34649038;-0.8990764;0.35229376;0.0152107;0.76308405;-0.18061684;0.7465022;0.042155564;0.23065901;0.36966065;0.49158227;-0.12546548;0.7654572;-0.4963038;-0.014473429;-0.116768725;1.4279644;-0.27002183
23;0.17420174;-0.8718169;-0.3359579;-0.02548837;1.1700277;0.17453317;0.5408568;-0.14731498;-0.5294653;0.09237456;-0.10063111;-0.043407675;-0.45991626;0.32669732;0.07482611;0.356965;0.14660817;0.1921572;-0.71694237;-0.083571844;-0.5314341;0.31856695;0.34219947;0.43905222;0.37547663;0.38033858;-0.55887294;-0.21698388;-0.48590463;-0.031923834;0.03240853;0.50549006;-0.014735582;-0.842386;-0.8199491;-0.25154614;0.37873086;-0.4856772;-0.43756396;0.022356873;-0.012335176;0.16368125;-0.27774122;-0.060711112;0.64026415;-0.2244827;0.18318112;-0.72010016;0.84382766;-0.23282333
24;-0.02781821;0.47115824;-0.20300987;-0.62760895;-0.23034765;-1.0384325;-0.20653103;0.3572919;-0.60143274;0.0007489483;-0.7715899;0.42098165;-0.6386423;0.21847007;-0.066176616;-0.55074894;0.27011672;0.03692911;0.17647275;-0.3866337;-0.20255734;0.12628226;-0.12424569;-0.009927667;0.8892715;-0.6112746;0.4559161;0.10281238;-0.8156761;-0.06786372;-0.03112121;-0.05595482;-0.54851663;-1.2312425;0.35343492;1.2294371;0.0020108884;0.44891658;0.32905188;-0.3333004;0.19665407;-0.82917494;0.18233731;-0.1131724;0.3729516;-0.26237822;-0.56696206;-0.4887189;0.44973922;-0.15926312
25;1.6514632;0.29765537;-0.40024975;0.021556815;-0.08499796;-0.4612518;0.25965613;0.098269075;-0.16416304;1.5274405;-0.22498807;0.87413496;0.14685297;0.1985725;0.1387526;0.19311592;0.5767069;0.21492337;-0.17532477;0.21206455;0.6649113;0.8385779;0.225804;-0.062218383;-0.0980719;0.25023884;0.02780751;0.13989021;-0.27640727;0.9549776;0.22024854;-0.6187591;0.06294776;-0.3807861;0.44641683;0.4750145;0.7601298;-0.61379844;-0.08971353;-0.6021927;-0.48886618;0.17501579;0.38521132;1.0277854;0.6300302;-0.05996422;0.56388533;-0.31206515;0.43299899;-0.13509293
26;0.7976722;0.057085942;0.4517074;0.21416457;0.47936606;-0.10048164;-0.09768362;0.11470397;-0.8129631;-0.037878808;0.44754428;-0.64024115;-0.0446758;0.3512556;0.22199932;0.7432159;-0.018907404;-0.2744363;-0.5269275;-0.4052633;0.19818123;1.1637377;1.3439302;-0.38407624;-0.61682814;-0.56135124;0.18669334;0.67901915;0.16318645;0.43984944;-0.8629871;-0.5912739;-0.6424163;-0.55150646;-0.50936884;-0.3734746;-0.16510862;0.60175246;-0.2245716;-0.731931;-0.09449546;0.34749764;0.22596334;0.46902984;0.22342965;-0.81633186;-0.50486434;0.31207708;0.7517564;0.26056698
27;0.57206494;0.073248886;-0.44336292;-0.03967832;0.17421734;-0.19658053;0.21950936;0.6770857;-0.20167725;-0.0702218;-0.6525009;0.25314456;-0.48133534;0.7408082;-0.59708697;0.26328278;0.0684433;0.36943254;-0.32418555;0.16459996;0.41833636;0.21575616;0.2914806;0.15606523;0.13083045;-0.15251051;-0.37972268;-0.1531039;-0.14725217;0.61723673;-0.13295296;0.026919587;0.30189997;-0.16450413;-0.16467437;-0.22453156;0.355569;-0.54499626;-0.13867193;-0.121627025;0.09954011;0.23519157;-0.34260112;0.02134169;0.60916084;0.03859096;-0.2082913;0.3373011;0.29493445;-0.02711856
28;0.40444624;-0.10953986;0.049059287;-0.21406375;0.5621975;0.44814387;0.12626198;0.7691249;-0.29644608;-0.10418221;-0.389055;0.14520259;-0.70871884;0.9400808;0.011461979;0.4506238;-0.0142507125;0.45828506;-0.1711;-0.41790476;0.45072356;0.37680098;-0.15836973;0.3187811;0.020111911;0.039771266;-0.29868665;-0.3065794;-0.143272;0.98845583;-0.19897974;-0.41120282;-0.27595532;-0.092701815;-0.91007245;-0.30735287;0.40764815;-0.4275898;0.2984703;-0.5633316;0.42129996;-0.09226897;-0.3176035;0.063359484;0.37060732;-0.141897;0.80252504;0.29040897;0.6749939;-0.1520056
29;-0.28354314;0.27385047;-0.052967966;-0.42158675;-0.18649386;-1.1936923;-0.0647188;0.29292992;-0.74438256;0.15753683;-0.3804202;0.51281637;-0.19914673;0.25037527;0.18269391;-0.45831978;0.5967175;0.3193134;0.14649402;0.17462032;0.19211285;0.26918116;-0.16595149;0.020641165;0.43668067;-0.14566678;0.28239673;-0.16970593;-0.47552714;0.44723633;0.043723576;0.19186169;-0.707361;-1.080712;0.634029;0.57295465;0.3507885;0.87539434;0.3126187;-0.019617768;-0.10256061;-0.68610555;0.26015893;0.1703554;0.9553978;0.009347332;-0.22764231;-0.93341976;0.31080067;-0.5741814
30;0.88374674;0.2151773;-0.37714684;0.074015394;-0.5608559;-1.148173;0.100364685;-0.36806324;-0.90133685;-0.19077115;0.47894758;0.3264411;-0.95672446;0.5297736;0.116380244;-0.32045835;0.3185873;-0.15806402;-0.29253283;-0.14872663;0.42954043;0.449754;0.20649531;-0.05614082;0.004383102;0.22276737;-0.587816;0.3437666;-0.045297775;0.5085539;0.20240958;-0.24340183;-0.66442764;-0.42588767;0.4291019;-0.23688376;0.544313;0.28995824;0.33961907;-0.14330007;0.54717624;-0.42288047;0.5800205;0.16392057;0.4017243;0.4969579;0.19342875;-0.14022596;0.9047222;-0.0038771187
31;0.21837659;0.42922682;0.49470243;0.70336;-0.14137958;-0.27874;0.75732684;0.29942653;-0.48369;-0.24299483;0.27389345;-0.039123442;-1.2589698;0.6316817;-0.051073268;0.44715655;0.030866137;-0.046132006;-0.025261132;-0.10682614;-0.2064868;0.8601699;0.02198011;0.47587818;-0.2052259;-0.24143904;-0.017952496;-0.10219473;-0.6500454;0.19514704;-0.18968013;-0.08538644;-0.42230928;-0.603376;0.23075238;0.10983126;-0.12514926;0.70137113;0.94473475;-0.09763682;0.27794346;0.053371526;0.58799124;-0.09525321;0.7998318;-0.17078291;-0.36500603;0.2316157;0.38343588;-0.039846137
32;-0.30315304;-0.119940564;0.6165256;0.2962128;0.6464882;-0.32208848;0.30705217;0.66903734;0.016501117;0.30593663;-0.782618;-0.14315097;0.55326253;0.7163791;-0.20176417;-0.28328177;-0.08587671;0.12565659;-0.054482628;0.49569228;0.052759916;1.1849804;1.8331591;0.09445893;-0.14134468;0.5363852;-0.7005845;0.0145742595;0.53014207;0.5159933;-1.0227841;0.35277554;0.32500887;-0.6528638;-0.6679328;-0.34558028;0.25855947;-0.35679507;-0.12733641;-0.022448568;-0.20122783;0.5491299;-0.71505314;0.40498653;0.3668001;0.4750928;-0.26472348;-0.13379781;0.18894553;0.29543734
33;1.2839218;1.425278;0.28156212;-0.06084835;1.380864;-0.7486175;-0.18011446;-0.4358844;-1.3360081;-0.4340336;-0.27338037;-0.32889366;-0.03668254;1.2957941;1.0803869;0.36632937;-0.33965093;-0.47330242;-2.2345324;0.24715234;0.5109696;1.4394292;-0.83200693;-0.53892946;0.10818289;-0.211849;-0.7974559;0.6336465;0.6714668;-0.00812393;-0.8251627;-0.21392737;-1.0804495;-0.6300878;-0.9569052;-0.15367208;-0.1651823;0.11996489;0.049238138;-0.8249268;0.46252483;0.09523111;-1.180909;-0.05328364;-0.4672435;-0.9601793;0.22466016;-0.55361634;1.3438714;0.07180607
34;0.055873204;-0.30057025;-0.13396952;-0.56295365;0.24163136;-0.5797246;-0.28276145;0.38401213;-0.8661878;0.18841158;-0.4014436;-0.095431216;-0.2943736;0.20222747;-0.31695053;-0.5866721;0.3701074;-0.104339406;0.29172033;-0.20336682;-0.04901252;0.28007674;0.67884666;-0.4055734;0.29410517;-0.05071241;0.37217203;0.0806308;-0.6381472;0.12810548;0.17914231;0.05647376;-0.064408235;-0.4425887;-0.066047855;0.53246784;0.02447807;0.3123607;0.16256353;-0.43979403;-0.4720292;-0.48395413;0.75555295;-0.031684864;0.66375196;-0.4066169;-0.14052638;-0.48297885;0.2802548;-0.22825745
35;0.696969;-0.17073555;-0.0495668;-0.06903326;0.36569193;-0.14939627;0.19917995;0.53607786;-0.0021491556;0.3154358;-0.0190547;0.12139067;-0.76428616;0.3351728;-0.36421946;-0.040870015;0.0026995377;-0.1409801;0.10435925;-0.47992587;0.07018298;0.196031;-0.13227318;-0.002689453;0.35125023;0.1742942;-0.70987743;-0.046159092;-0.5609262;0.35136637;0.65339315;-0.18035865;-0.4556089;-0.15057464;-0.1432063;0.21810849;0.48531622;-0.41157508;0.284536;0.34302682;0.31372878;-0.5195343;-0.26351538;-0.21200436;0.52932155;0.20764656;-0.080968894;-0.57995254;-0.060985323;-0.29882765
36;0.5476899;0.42816994;0.42272785;-0.18356685;-0.37428278;-0.5572656;0.32790637;0.57568026;-0.22312593;0.3122949;-0.075999655;0.17649318;-0.17059448;0.33601803;0.045425214;0.43492556;0.13933538;-0.008838339;0.0021538897;-0.29929084;0.34451088;0.6500271;0.7828689;0.16567399;-0.089878306;-0.21400452;-0.15064912;0.117889255;-0.1610579;0.967129;-0.31050128;-0.6587645;-0.03591707;-0.12305883;0.02196363;-0.23274307;0.11232981;-0.08550539;-0.029389001;0.2593801;-0.36630678;0.14962439;-0.10940532;0.26185104;0.37388423;-0.23481742;0.2475195;0.17991884;0.528531;-0.3865167
37;1.1909941;0.502161;0.071727455;0.39266774;0.30516452;-0.18946195;0.36447528;0.130696;0.0098287575;0.55282336;-0.34548512;-0.78872806;-0.2668757;0.8075479;-1.148946;0.3668394;0.045772113;-0.15959965;0.0318021;-0.13058819;0.68312114;1.5313466;0.7035554;-0.16127327;-0.35567728;-0.47072685;-0.11108229;-0.21553189;0.005085003;0.33806735;-0.56757736;-0.8575919;0.28184634;-0.5890195;-0.3451452;-0.27099583;0.1600993;-0.55009705;-0.8955867;-0.45162326;-0.72071075;-0.34313488;0.23202248;0.14888436;0.24556608;-0.35999033;-0.6135072;0.51627123;0.50916916;0.26849067
38;1.1210254;-0.3727304;-0.4838781;-0.41063222;-0.343579;-0.93642306;0.56279916;-0.13561034;-0.6992572;0.92738616;-0.034036443;0.9596772;-0.5379784;0.32376066;0.021311313;0.09406472;-0.20092931;-0.08960799;-0.345692;-0.30157864;-0.12399951;0.49855205;0.7380784;-0.891175;-0.33850893;0.16177227;0.22777224;0.046707828;0.26148564;0.6570469;0.21058954;-1.4257482;0.27272978;-0.29205275;0.14468758;0.045974124;0.77695376;-0.33882284;-0.14328039;-0.103152335;0.06889488;0.2877783;0.486231;0.038583297;1.1633486;-0.49489927;0.12887436;-0.17323227;-0.17091835;0.3416672
39;0.2250701;0.25408685;-0.8142469;-0.4667591;0.3967834;0.60880256;0.21196255;0.8007241;-1.3355175;-0.17964703;-1.4503851;-0.06796606;-1.8468548;1.4766649;-0.54640114;-0.061732106;-0.40495312;0.651821;0.35597444;0.14661735;0.6119645;0.33283934;-0.46751654;0.44906968;-0.0951086;-0.19699231;-2.010089;0.08345524;0.14324208;0.15235199;0.13114226;0.4996671;0.41198727;0.6617627;-0.40502098;-0.1352745;0.3855285;-0.2918483;0.31726357;-0.2841899;0.5857078;0.16012318;-0.5528578;-0.20872447;0.010730646;0.3477574;-0.4084075;-0.34721905;1.0884849;0.34390268
